city,code,crime_desc,mapping
los_angeles,A810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",Rape
los_angeles,A812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),Violence
los_angeles,A813,CHILD ANNOYING (17YRS & UNDER),Other
los_angeles,A814,CHILD PORNOGRAPHY,Other
los_angeles,A815,SEXUAL PENETRATION W/FOREIGN OBJECT,Rape
los_angeles,A820,ORAL COPULATION,Other
los_angeles,A821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,Sexual
los_angeles,A822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,Sexual
los_angeles,A830,INCEST (SEXUAL ACTS BETWEEN BLOOD RELATIVES),Sexual
los_angeles,A840,"BEASTIALITY, CRIME AGAINST NATURE SEXUAL ASSLT WITH ANIM",Sexual
los_angeles,A850,INDECENT EXPOSURE,Sexual
los_angeles,A860,BATTERY WITH SEXUAL CONTACT,Violence
los_angeles,A865,"DRUGS, TO A MINOR",Other
los_angeles,A870,CHILD ABANDONMENT,Other
los_angeles,A880,DISRUPT SCHOOL,Other
los_angeles,A882,INCITING A RIOT,Other
los_angeles,A884,FAILURE TO DISPERSE,Other
los_angeles,A886,DISTURBING THE PEACE,Verbal
los_angeles,A888,TRESPASSING,B&E
los_angeles,A890,FAILURE TO YIELD,VAL
los_angeles,A900,VIOLATION OF COURT ORDER,Violation
los_angeles,A901,VIOLATION OF RESTRAINING ORDER,Violation
los_angeles,A902,VIOLATION OF TEMPORARY RESTRAINING ORDER,Violation
los_angeles,A903,CONTEMPT OF COURT,Violation
los_angeles,A906,FIREARMS RESTRAINING ORDER (FIREARMS RO),Other
los_angeles,A910,KIDNAPPING,Kidnapping
los_angeles,A920,KIDNAPPING - GRAND ATTEMPT,Kidnapping
los_angeles,A921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,Other
los_angeles,A922,CHILD STEALING,Kidnapping
los_angeles,A924,TELEPHONE PROPERTY - DAMAGE,Verbal
los_angeles,A926,TRAIN WRECKING,Other
los_angeles,A928,THREATENING PHONE CALLS/LETTERS,Verbal
los_angeles,A930,CRIMINAL THREATS - NO WEAPON DISPLAYED,Verbal
los_angeles,A931,"REPLICA FIREARMS(SALE,DISPLAY,MANUFACTURE OR DISTRIBUTE)",Other
los_angeles,A932,PEEPING TOM,Other
los_angeles,A933,PROWLER,Other
los_angeles,A940,EXTORTION,Verbal
los_angeles,A942,BRIBERY,Other
los_angeles,A943,CRUELTY TO ANIMALS,Violence
los_angeles,A944,CONSPIRACY,Other
los_angeles,A946,OTHER MISCELLANEOUS CRIME,Other
los_angeles,A948,BIGAMY,Other
los_angeles,A949,ILLEGAL DUMPING,Other
los_angeles,A950,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $400",Fraud
los_angeles,A951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER",Fraud
los_angeles,A952,ABORTION/ILLEGAL,Other
los_angeles,A954,CONTRIBUTING,Other
los_angeles,A956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",Verbal
